TÃªn chiáº¿n dá»ch,TÃªn quáº£ng cÃ¡o,NgÃ y,Sá» tiá»n ÄÃ£ chi tiÃªu (VND),LÆ°á»£t báº¯t Äáº§u cuá»c trÃ² chuyá»n qua tin nháº¯n,NgÆ°á»i tiáº¿p cáº­n,LÆ°á»£t hiá»n thá»,Táº§n suáº¥t,LÆ°á»£t click vÃ o áº£nh,LÆ°á»£t phÃ¡t video trong tá»i thiá»u 3 giÃ¢y,ThruPlay,LÆ°á»£t bÃ y tá» cáº£m xÃºc vá» bÃ i viáº¿t,BÃ¬nh luáº­n vá» bÃ i viáº¿t,LÆ°á»£t chia sáº» bÃ i viáº¿t,LÆ°á»£t lÆ°u bÃ i viáº¿t,LÆ°á»£t thÃ­ch trÃªn Facebook,LÆ°á»£t click vÃ o liÃªn káº¿t,LÆ°á»£t báº¯t Äáº§u bÃ¡o cÃ¡o,LÆ°á»£t káº¿t thÃºc bÃ¡o cÃ¡o
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260414 - 1386546643490673,2026-04-19,4527,1,15,15,1,,5,3,,,,,,1,2026-04-19,2026-04-19
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260414 - 122131444689138166,2026-04-19,8813,,38,44,"1,15789474",,14,7,,,,,,1,2026-04-19,2026-04-19
S03 - PD x AKIA - Message,F25 Ultra - 260415 - 1387432330068771,2026-04-19,115,,6,6,1,,,,,,,,,,2026-04-19,2026-04-19
S03 - MD x BKC - Message,Qrevo 5AE - 260415 - 937507605692147,2026-04-19,679,,2,2,1,,,,,,,,,,2026-04-19,2026-04-19
S03 - MD x BKC - Message,Qrevo 5AE - 260415 - 932817372827837,2026-04-19,39074,,225,246,"1,09333333",,59,14,1,,,,,3,2026-04-19,2026-04-19
S03 - PD x AKIA - Message,F25 Ultra - 260408 - 1381932690618735,2026-04-18,3829,,22,24,"1,09090909",,8,,,,,,,,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 -  122268981068062219,2026-04-18,1064,,12,12,1,,7,1,,,,,,,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268792020062219,2026-04-18,1041,,28,29,"1,03571429",,12,3,1,,,,,1,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377601111051893,2026-04-18,12168,,66,67,"1,01515152",,38,7,,,,,,1,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420356186774563,2026-04-18,1798,1,67,71,"1,05970149",,19,8,,1,,,,1,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Event - 260409 - 933326816110226,2026-04-18,2478,,15,16,"1,06666667",,,,,,,,,,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Event - 260408 - 1381017037376967,2026-04-18,436,,3,3,1,,,,,,,,,,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423851099758405,2026-04-18,93621,,1251,2643,"2,11270983",,,,2,,,,,4,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 2 - 260408 - 932166802892894,2026-04-18,19656,,150,158,"1,05333333",,45,12,,,,,,2,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377415874403750,2026-04-18,1263,,20,20,1,,5,1,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260406 - 928931323216442,2026-04-18,9657,,36,42,"1,16666667",,15,2,,,,,,1,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268787694062219,2026-04-18,2587,1,27,29,"1,07407407",,5,2,,,,,,1,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo 5AE - 260404 - 1378562857622385,2026-04-18,792,,12,12,1,,3,1,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo C Pro - 260404 - 929894273120147,2026-04-18,11871,,83,86,"1,03614458",,22,4,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo C Pro - 260404 - 929070199869221,2026-04-18,1008,,11,11,1,,6,1,,,,,,,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129465715138166,2026-04-18,1065,,20,21,"1,05",,7,3,,,,,,,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420364706773711,2026-04-18,5367,1,101,112,"1,10891089",,28,11,,,,,,3,2026-04-18,2026-04-18
S03 - MD x BKC - Message,F25 Ultra - 260403 - 928090599967181,2026-04-18,4876,1,54,55,"1,01851852",,24,8,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,F25 Ultra - 260403 - 928046746638233,2026-04-18,11064,,56,57,"1,01785714",,24,6,,,,,,1,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129460603138166,2026-04-18,4622,,24,24,1,,9,,,,,,,,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129482053138166,2026-04-18,6862,,42,44,"1,04761905",,23,4,1,,,,,,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129097111138166,2026-04-18,4986,,38,39,"1,02631579",,6,3,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 923469843762590,2026-04-18,20543,1,129,136,"1,05426357",,33,12,1,,,,,1,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260331 - 1417730863703762,2026-04-18,1607,1,18,21,"1,16666667",,4,3,,,,,,2,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260328 - 1416292407180941,2026-04-18,3437,,31,34,"1,09677419",,3,1,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 2 - 260410 - 933622292747345,2026-04-18,3835,,30,32,"1,06666667",,14,4,1,,,,,1,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260410 - 122131012725138166,2026-04-18,2007,,34,35,"1,02941176",,28,8,,,,,,,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260408 - 1381889007289770,2026-04-18,2709,,11,11,1,,2,1,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,F25 Ultra - 260410 - 933713546071553,2026-04-18,20171,2,177,180,"1,01694915",,99,38,,,,,,4,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260417 - 1389126199899384,2026-04-18,24876,1,135,147,"1,08888889",,69,24,1,,,,,1,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260410 - 122131078071138166,2026-04-18,0,1,0,0,0,,,,,,,,,,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260417 - 1432103148933200,2026-04-18,13323,1,184,219,"1,19021739",,62,21,,1,1,,,1,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo 5V1 - 260417 - 1432177282259120,2026-04-18,17478,1,263,372,"1,41444867",,58,10,,,,,,2,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260417 - 122271019208062219,2026-04-18,22527,2,264,305,"1,15530303",,90,19,1,,,,,5,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Qrevo C Pro - 260417 - 122271029474062219,2026-04-18,26875,,190,227,"1,19473684",,80,20,1,,,,,4,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260417 - 939080275534880,2026-04-18,64392,1,552,600,"1,08695652",,162,39,1,,,,,5,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 2 - 260417 - 939008872208687,2026-04-18,10008,,38,41,"1,07894737",,18,8,,,,,,1,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260417 - 122131987893138166,2026-04-18,10799,,68,80,"1,17647059",,31,10,,,,,,,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260417 - 122131976589138166,2026-04-18,41766,,211,258,"1,22274882",,68,12,,,,,,2,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260417 - 122132030565138166,2026-04-18,71624,3,316,451,"1,42721519",,148,40,,,,,,9,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260417 - 122131922571138166,2026-04-18,27373,3,162,188,"1,16049383",,68,27,,,,,,6,2026-04-18,2026-04-18
S03 - MD x BKC - Message,F25 Ultra - 260417 - 939155645527343,2026-04-18,40153,1,251,273,"1,0876494",,130,32,1,,,,,1,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo 5AE - 260417 - 1389202679891736,2026-04-18,1894,,3,3,1,,2,,,,,,,,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260417 - 1432257468917768,2026-04-18,19587,,280,421,"1,50357143",,119,30,1,,1,,,2,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Event - 260410 - 934098906033017,2026-04-18,74272,4,575,625,"1,08695652",,169,51,2,,,,2,11,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Qrevo 5AE - 260417 - 1382579193887418,2026-04-18,26668,,225,251,"1,11555556",,70,13,1,,,,,,2026-04-18,2026-04-18
S03 - PD x MiSmart - Message,Event - 260410 - 122269977824062219,2026-04-18,99101,4,1173,1611,"1,37340153",,348,82,1,,,,1,25,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,Event - 260413 - 1384172763728061,2026-04-18,66621,1,466,615,"1,31974249",,145,38,2,,1,,,2,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260414 - 122131434207138166,2026-04-18,2459,,10,11,"1,1",,7,3,,,,,,,2026-04-18,2026-04-18
S03 - PD x AKIA - Message,F25 Ultra - 260415 - 1387432330068771,2026-04-18,15977,,126,147,"1,16666667",,28,2,,,,,,,2026-04-18,2026-04-18
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260415 - 122131563771138166,2026-04-18,5225,,15,18,"1,2",,5,1,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo 5AE - 260415 - 932817372827837,2026-04-18,71845,3,408,473,"1,15931373",,128,37,,,,,,7,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo Edge 2 - 260415 - 937361299040111,2026-04-18,13561,1,54,62,"1,14814815",,23,2,,,,,,,2026-04-18,2026-04-18
S03 - MD x BKC - Message,Qrevo C Pro - 260415  - 937428099033431,2026-04-18,54725,1,253,276,"1,09090909",,88,22,,,,,,3,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260410 - 1430537229089792,2026-04-18,3476,,43,48,"1,11627907",,5,2,,,,,,,2026-04-18,2026-04-18
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420356186774563,2026-04-17,4832,,94,101,"1,07446809",,22,9,3,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260408 - 932203472889227,2026-04-17,261,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268792020062219,2026-04-17,4747,,45,47,"1,04444444",,18,2,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260408 - 1381889007289770,2026-04-17,316,,2,2,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Event - 260408 - 1381017037376967,2026-04-17,213,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260408 - 122130449115138166,2026-04-17,14319,,107,112,"1,04672897",,37,7,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,F25 Ultra - 260408 - 932242306218677,2026-04-17,450,,3,4,"1,33333333",,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260410 - 122269843190062219,2026-04-17,3404,,30,33,"1,1",,4,,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260408 - 122269632044062219,2026-04-17,2391,,19,22,"1,15789474",,8,2,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423851099758405,2026-04-17,40993,,720,1204,"1,67222222",,,,1,,,,,2,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260409 - 122130952221138166,2026-04-17,188,,2,2,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Event - 260409 - 122269826900062219,2026-04-17,326,,5,7,"1,4",,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260409 - 1426342182842630,2026-04-17,23,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260410 - 122131078071138166,2026-04-17,42380,,385,463,"1,2025974",,103,21,,,,,,1,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 -  122268981068062219,2026-04-17,311,,3,3,1,,2,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Event - 260410 - 934098906033017,2026-04-17,87991,2,553,654,"1,18264014",,180,45,,,1,,,14,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 927092480066993,2026-04-17,1009,2,11,12,"1,09090909",,6,4,,,,,,2,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260402 - 1376725117806159,2026-04-17,261,1,5,5,1,,2,2,,,,,,1,2026-04-17,2026-04-17
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927936053315969,2026-04-17,522,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377555224389815,2026-04-17,19177,,84,84,1,,46,13,1,,,,,2,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260331 - 1417730863703762,2026-04-17,265,,4,5,"1,25",,1,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 925638296879078,2026-04-17,37579,4,189,212,"1,12169312",,41,20,,,,,,7,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260327 - 122267838026062219,2026-04-17,325,,2,2,1,,1,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129001555138166,2026-04-17,810,,3,4,"1,33333333",,1,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260410 - 1426968496113332,2026-04-17,36446,,746,1106,"1,48257373",4,,,3,,,,,1,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377529494392388,2026-04-17,8798,,26,31,"1,19230769",,6,2,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377575241054480,2026-04-17,208,,1,1,1,,1,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo C Pro - 260404 - 929070199869221,2026-04-17,7218,,24,24,1,,14,5,,,,,,1,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129465883138166,2026-04-17,4817,,27,27,1,,14,1,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,F25 Ultra - 260403 - 928090599967181,2026-04-17,2602,,6,6,1,,3,,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420364706773711,2026-04-17,204,,3,3,1,,1,,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo 5AE - 260404 - 1378562857622385,2026-04-17,1096,,7,7,1,,2,2,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129607069138166,2026-04-17,203,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129624955138166,2026-04-17,5280,,28,29,"1,03571429",,11,1,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928038273305747,2026-04-17,1065,,5,6,"1,2",,,,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Event - 260410 - 122269977824062219,2026-04-17,99650,2,1184,1578,"1,33277027",,322,84,5,,1,,1,18,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129240385138166,2026-04-17,142,,1,1,1,,1,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Event - 260413 - 1384172763728061,2026-04-17,79007,1,426,584,"1,37089202",,124,35,1,,1,,,4,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 2 - 260417 - 939008872208687,2026-04-17,23857,,114,126,"1,10526316",,42,15,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo 5AE - 260417 - 1389202679891736,2026-04-17,20044,,84,99,"1,17857143",,30,3,,,,,,1,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260417 - 1389126199899384,2026-04-17,30886,2,202,227,"1,12376238",,86,27,1,,,,,4,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260417 - 122131922571138166,2026-04-17,40885,,182,214,"1,17582418",,76,27,2,,,,,2,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260417 - 122132030565138166,2026-04-17,34928,1,145,196,"1,35172414",,63,21,2,,,,,5,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260417 - 122131976589138166,2026-04-17,30489,1,219,254,"1,15981735",,70,13,,1,,,,3,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260417 - 122131987893138166,2026-04-17,27869,1,169,192,"1,13609467",,84,15,1,,,,,5,2026-04-17,2026-04-17
S03 - MD x BKC - Message,F25 Ultra - 260417 - 939155645527343,2026-04-17,62373,4,456,514,"1,12719298",,241,73,3,,,1,,9,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260415 - 1430389875771194,2026-04-17,80,,1,1,1,,,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260417 - 939080275534880,2026-04-17,59845,3,231,252,"1,09090909",,89,19,,,,,,3,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo C Pro - 260417 - 122271029474062219,2026-04-17,35187,,251,319,"1,27091633",,103,24,,,,,,4,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo S Pro - 260417 - 122271100466062219,2026-04-17,1154,,7,7,1,,4,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260417 - 122271019208062219,2026-04-17,33231,1,181,205,"1,13259669",,57,22,,,,,,5,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260417 - 1432103148933200,2026-04-17,17132,1,263,323,"1,22813688",,97,32,1,,,,,3,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260417 - 1432257468917768,2026-04-17,19840,,307,473,"1,54071661",,127,35,,,,,,1,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo 5AE - 260414 - 1386626556816015,2026-04-17,8226,1,31,32,"1,03225806",,12,5,1,,,,,1,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo 5AE - 260417 - 1382579193887418,2026-04-17,10314,,79,85,"1,07594937",,21,5,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo 5V1 - 260417 - 1432177282259120,2026-04-17,16506,1,217,287,"1,32258065",,65,13,,,,,,1,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260410 - 1430537229089792,2026-04-17,5814,,78,98,"1,25641026",,18,2,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 2 - 260415 - 936607649115476,2026-04-17,7373,,9,10,"1,11111111",,4,,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260410 - 1426479366162245,2026-04-17,721,1,26,26,1,,4,,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,F25 Ultra - 260415 - 1387432330068771,2026-04-17,14221,,45,62,"1,37777778",,16,5,,,,,,,2026-04-17,2026-04-17
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260415 - 1387361766742494,2026-04-17,5001,,18,21,"1,16666667",,6,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260415 - 122131551813138166,2026-04-17,914,,4,6,"1,5",,2,1,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo 5AE - 260415 - 934394679336773,2026-04-17,2721,,10,10,1,,4,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo 5AE - 260415 - 932817372827837,2026-04-17,66939,5,184,227,"1,23369565",,63,23,,,,,,10,2026-04-17,2026-04-17
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260415 - 122131457595138166,2026-04-17,5076,,13,15,"1,15384615",,6,3,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,F25 Ultra - 260415 - 936749032434671,2026-04-17,1220,,6,6,1,,3,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260414 - 1429648932511955,2026-04-17,2757,,29,38,"1,31034483",,10,2,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo C Pro - 260415  - 937428099033431,2026-04-17,56160,1,207,255,"1,23188406",,63,13,,,,,,3,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo C Pro - 260414  - 122270673140062219,2026-04-17,4704,,23,27,"1,17391304",,10,1,,,,,,,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo S Pro - 260414 - 122270496428062219,2026-04-17,9909,,70,82,"1,17142857",,21,3,,,,,,1,2026-04-17,2026-04-17
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260414 - 122270663480062219,2026-04-17,208,,2,2,1,,1,,,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo C Pro - 260415 - 934326526010255,2026-04-17,8085,,38,40,"1,05263158",,15,5,,,,,,1,2026-04-17,2026-04-17
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260415 - 1429582245851957,2026-04-17,9819,,124,170,"1,37096774",,28,8,1,,,,,,2026-04-17,2026-04-17
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 928039836638924,2026-04-16,1907,,6,7,"1,16666667",,2,2,,,,,,,2026-04-16,2026-04-16
S03 - PD x MiSmart - Message,Qrevo S Pro - 260406 - 122268789914062219,2026-04-16,11013,,33,39,"1,18181818",,17,7,,,,,,1,2026-04-16,2026-04-16
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1421426940000821,2026-04-16,165,,2,2,1,,1,,,,,,,,2026-04-16,2026-04-16
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 927092480066993,2026-04-16,6259,,9,11,"1,22222222",,6,3,,,,,1,1,2026-04-16,2026-04-16
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420356186774563,2026-04-16,26936,1,391,482,"1,23273657",,103,36,3,,,,,4,2026-04-16,2026-04-16
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260408 - 1424752173001631,2026-04-16,6497,1,61,69,"1,13114754",,13,5,,,,,,1,2026-04-16,2026-04-16
S03 - PD x AKIA - Message,F25 Ultra - 260408 - 1381932690618735,2026-04-16,4676,,23,25,"1,08695652",,11,2,,,,,,,2026-04-16,2026-04-16
S03 - PD x MiSmart - Message,Qrevo C Pro - 260408 - 122269481078062219,2026-04-16,29512,,153,184,"1,20261438",,49,14,,,,,,1,2026-04-16,2026-04-16
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423871606423021,2026-04-16,1654,,24,24,1,,,,,,,,,,2026-04-16,2026-04-16
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423851099758405,2026-04-16,45576,,500,870,"1,74",,,,,,,,,1,2026-04-16,2026-04-16
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260409 - 122130952221138166,2026-04-16,2906,,11,12,"1,09090909",,,,,,,,,1,2026-04-16,2026-04-16
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928038273305747,2026-04-16,27245,,132,151,"1,14393939",,42,19,1,,,,,3,2026-04-16,2026-04-16
S03 - MD x BKC - Message,Event - 260409 - 933326816110226,2026-04-16,1855,,4,4,1,,,,,,,,,,2026-04-16,2026-04-16
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927887293320845,2026-04-16,1854,,1,1,1,,,,,,,,,,2026-04-16,2026-04-16
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 923465267096381,2026-04-16,134,,1,2,2,,,,,,,,,,2026-04-16,2026-04-16
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928047443304830,2026-04-16,3951,,7,8,"1,14285714",,4,2,1,,,,,1,2026-04-16,2026-04-16
S03 - PD x MiSmart - Message,Qrevo S Pro - 260404 - 122268779936062219,2026-04-16,1536,,17,18,"1,05882353",,8,3,,,,,,1,2026-04-16,2026-04-16
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129462499138166,2026-04-16,33784,1,166,191,"1,15060241",,52,21,1,,,,,2,2026-04-16,2026-04-16
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129240385138166,2026-04-16,13059,,24,27,"1,125",,8,3,,,,,,,2026-04-16,2026-04-16
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377575241054480,2026-04-16,2700,,10,11,"1,1",,4,1,,,,,,1,2026-04-16,2026-04-16
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377529494392388,2026-04-16,5290,,36,38,"1,05555556",,15,5,,,,,,,2026-04-16,2026-04-16
